gene1,gene2,score
DLGAP5,NCAPG,0.987
DLGAP5,CENPA,0.89
DLGAP5,STMN1,0.402
DLGAP5,HELLS,0.702
DLGAP5,NEK2,0.961
DLGAP5,RFC3,0.677
DLGAP5,UBE2T,0.744
DLGAP5,EZH2,0.618
DLGAP5,TIMELESS,0.585
DLGAP5,KIAA1524,0.426
DLGAP5,CDCA2,0.794
DLGAP5,FAM64A,0.878
DLGAP5,NUF2,0.974
DLGAP5,CKS1B,0.783
DLGAP5,ASPM,0.992
DLGAP5,CENPN,0.835
DLGAP5,EXO1,0.846
DLGAP5,KNL1,0.68
DLGAP5,KIF15,0.972
DLGAP5,CHAF1B,0.466
DLGAP5,SPAG5,0.952
DLGAP5,RMI2,0.605
DLGAP5,PARPBP,0.802
DLGAP5,BUB1,0.988
DLGAP5,KIFC1,0.907
DLGAP5,RAN,0.712
DLGAP5,PBK,0.979
DLGAP5,LRR1,0.565
DLGAP5,PTTG1,0.959
DLGAP5,PLK4,0.849
DLGAP5,HMGB2,0.665
DLGAP5,GINS2,0.87
DLGAP5,GINS1,0.473
DLGAP5,PSRC1,0.529
DLGAP5,MASTL,0.706
DLGAP5,UHRF1,0.508
DLGAP5,LMNB2,0.405
DLGAP5,PROSER3,0.44
DLGAP5,PRIM1,0.692
DLGAP5,KIF20B,0.794
DLGAP5,ESPL1,0.933
DLGAP5,ARHGAP11B,0.765
DLGAP5,BRCA1,0.636
DLGAP5,TOP2A,0.99
DLGAP5,ERCC6L,0.726
DLGAP5,CCNA1,0.7
DLGAP5,MIS18BP1,0.865
DLGAP5,ANP32E,0.403
DLGAP5,CKAP5,0.841
DLGAP5,KIF18B,0.868
DLGAP5,CENPU,0.833
DLGAP5,DBF4,0.441
DLGAP5,KIF4A,0.969
DLGAP5,MELK,0.97
DLGAP5,CCNB1,0.988
DLGAP5,CCNF,0.611
DLGAP5,TROAP,0.842
DLGAP5,RAD54L,0.854
DLGAP5,MAD2L1,0.96
DLGAP5,CKS2,0.868
DLGAP5,KIF2C,0.961
DLGAP5,FOXM1,0.911
DLGAP5,SHCBP1,0.813
DLGAP5,POLQ,0.784
DLGAP5,FZR1,0.47
DLGAP5,CDCA5,0.788
DLGAP5,CDK2,0.479
DLGAP5,SPATS2,0.471
DLGAP5,NUSAP1,0.992
DLGAP5,CEP55,0.972
DLGAP5,ARHGAP11A,0.922
DLGAP5,PLK1,0.971
DLGAP5,KPNA2,0.862
DLGAP5,CDC25C,0.823
DLGAP5,CENPE,0.987
DLGAP5,ATAD2,0.72
DLGAP5,KPNB1,0.702
DLGAP5,KIF11,0.999
DLGAP5,ORC1,0.669
DLGAP5,SMC2,0.936
DLGAP5,GTSE1,0.857
DLGAP5,NCAPG2,0.722
DLGAP5,HAUS6,0.706
DLGAP5,RAD51,0.726
DLGAP5,ANLN,0.947
DLGAP5,E2F7,0.708
DLGAP5,RANGAP1,0.437
DLGAP5,ASF1B,0.804
DLGAP5,SGO1,0.885
DLGAP5,RFC4,0.809
EVI2A,ZNF521,0.412
DLGAP5,FEN1,0.788
DLGAP5,DEPDC1B,0.737
DLGAP5,CCNB2,0.987
DLGAP5,CDCA7,0.594
DLGAP5,ECT2,0.863
DLGAP5,SPC24,0.558
DLGAP5,BORA,0.778
DLGAP5,CDCA3,0.94
DLGAP5,SKA3,0.693
DLGAP5,CHEK1,0.839
DLGAP5,TK1,0.706
DLGAP5,CCNA2,0.981
DLGAP5,CDC20,0.991
DLGAP5,FAM83D,0.678
DLGAP5,PLK2,0.47
DLGAP5,DEPDC1,0.949
DLGAP5,ESCO2,0.879
EVI2A,NADK,0.401
EVI2A,RGS19,0.431
DLGAP5,NEMP1,0.689
EVI2A,SPOCD1,0.554
EVI2A,COPRS,0.556
EVI2A,OMG,0.766
OMG,NTRK3,0.439
OMG,RNF215,0.446
OMG,NGF,0.434
OMG,SEMA5B,0.559
OMG,MDM1,0.489
DLGAP5,INCENP,0.807
DLGAP5,CENPW,0.784
DLGAP5,CENPF,0.969
DLGAP5,DONSON,0.555
DLGAP5,AURKB,0.984
DLGAP5,CDK6,0.489
DLGAP5,BUB1B,0.978
DLGAP5,NDC1,0.554
DLGAP5,KIF20A,0.982
DLGAP5,PAX6,0.609
DLGAP5,MCM4,0.8
DLGAP5,CKAP2L,0.69
OMG,S1PR2,0.486
DLGAP5,DSCC1,0.654
DLGAP5,PCLAF,0.945
DLGAP5,TCF19,0.467
ABHD8,OLAH,0.467
DLGAP5,TICRR,0.637
OMG,TNFRSF19,0.763
OMG,SEMA4A,0.527
OMG,ELFN2,0.541
ABHD8,ABHD14B,0.413
ABHD8,CYP27A1,0.596
ABHD8,ABHD14A,0.634
ABHD8,SERHL2,0.445
ABHD8,NLN,0.46
ABHD8,ABHD5,0.596
ABHD8,GEN1,0.498
ABHD8,FIBIN,0.493
ABHD8,TEX30,0.519
ABHD8,BRCC3,0.431
ABHD8,HADHA,0.623
ABHD8,ABHD3,0.482
ABHD8,ABHD1,0.508
ABHD8,PPP2R2B,0.482
ABHD8,RCCD1,0.404
ABHD8,ACSF2,0.408
YEATS4,H2AFV,0.816
YEATS4,ANP32E,0.632
YEATS4,CKAP5,0.549
YEATS4,MSL3,0.935
YEATS4,EP400,0.997
YEATS4,MAD2L1,0.563
YEATS4,MBTD1,0.894
YEATS4,BRD2,0.555
YEATS4,H2AFZ,0.962
YEATS4,NSD3,0.479
YEATS4,SRCAP,0.969
YEATS4,HIST1H4E,0.51
YEATS4,MLLT10,0.962
YEATS4,DNAJC18,0.683
YEATS4,WDR5,0.84
YEATS4,ASF1B,0.593
YEATS4,ING1,0.504
YEATS4,BRD8,0.995
YEATS4,POLE3,0.853
YEATS4,ING5,0.72
YEATS4,MAP3K21,0.472
YEATS4,CEP120,0.497
YEATS4,KAT14,0.876
YEATS4,TACC3,0.484
YEATS4,ACTA2,0.441
YEATS4,ERC1,0.673
YEATS4,CPSF4,0.589
YEATS4,JAZF1,0.825
KLF2,CEBPD,0.463
YEATS4,TAF7,0.409
YEATS4,TFAP2A,0.681
YEATS4,POTEI,0.441
YEATS4,TACC2,0.753
YEATS4,ACTG1,0.482
KLF2,STAT3,0.495
KLF2,EZH2,0.554
SYNGR3,VAMP2,0.527
KLF2,S1PR1,0.746
KLF2,MAP3K3,0.536
KLF2,CD44,0.434
HN1L,BCO2,0.514
KLF2,SOX7,0.41
KLF2,TEK,0.418
HN1L,STMN1,0.68
HN1L,CORIN,0.409
HN1L,SPEF2,0.514
FGL2,ITGB2,0.435
SYNGR3,MAN1B1,0.485
SYNGR3,GPR37,0.404
SYNGR3,RPL3L,0.734
SYNGR3,CNIH2,0.679
FGL2,CTSS,0.675
FGL2,CD163,0.666
FGL2,NRK,0.528
YWHAH,KLC3,0.517
YWHAH,PASK,0.549
YWHAH,CDC25C,0.986
YWHAH,PARK2,0.501
YWHAH,CDCA7,0.428
YWHAH,PPP1CC,0.568
YWHAH,SH3PXD2A,0.415
YWHAH,TUBB2A,0.431
YWHAH,CSNK1D,0.908
YWHAH,TREH,0.478
YWHAH,PRR14L,0.642
YWHAH,SCN5A,0.713
YWHAH,ITGA6,0.905
YWHAH,SLC2A4,0.9
YWHAH,PPIP5K2,0.404
YWHAH,UNC13A,0.5
YWHAH,PRKDC,0.63
YWHAH,KIF23,0.748
YWHAH,RIMS1,0.818
YWHAH,SIK1,0.915
YWHAH,TBC1D1,0.685
YWHAH,EXO1,0.544
YWHAH,CSNK1G1,0.907
YWHAH,RAN,0.927
YWHAH,PPP2R2A,0.91
YWHAH,CCNB1,0.917
YWHAH,MARK1,0.597
YWHAH,IGF1R,0.919
YWHAH,VAMP2,0.901
YWHAH,MCM4,0.647
YWHAH,ARPC1A,0.411
YWHAH,STK26,0.413
YWHAH,KCTD20,0.402
YWHAH,CHEK1,0.959
YWHAH,CRTC2,0.911
YWHAH,CDK1,0.916
YWHAH,HACD3,0.417
YWHAH,PPP2R2B,0.907
YWHAH,TRIM32,0.488
YWHAH,NUMBL,0.574
YWHAH,PDPK2P,0.518
YWHAH,TUBG1,0.424
YWHAH,UNC13B,0.482
VGF,CST3,0.513
VGF,NGF,0.661
STRIP2,XPO7,0.484
VGF,RSPO1,0.559
VGF,CHI3L1,0.468
VGF,DVL1,0.425
VGF,SST,0.445
STRIP2,STK26,0.998
STRIP2,GPSM1,0.613
STRIP2,XPO4,0.519
STRIP2,DGKI,0.404
STRIP2,IPO11,0.594
STRIP2,GNAS,0.415
KNSTRN,MIS18BP1,0.408
KNSTRN,PLK1,0.735
KNSTRN,CCNB1,0.844
KNSTRN,ESPL1,0.515
KNSTRN,BIRC5,0.595
KNSTRN,KNL1,0.684
KNSTRN,APBB1IP,0.54
KNSTRN,PARPBP,0.556
KNSTRN,TACC3,0.633
KNSTRN,CDK1,0.774
KNSTRN,TPX2,0.513
KNSTRN,CENPH,0.447
KNSTRN,BUB1,0.639
KNSTRN,KNTC1,0.578
KNSTRN,KIF2C,0.631
KNSTRN,PRC1,0.747
KNSTRN,NUSAP1,0.439
KNSTRN,RASSF5,0.613
KNSTRN,CDCA8,0.763
KNSTRN,FAM64A,0.514
KNSTRN,CDCA5,0.472
KNSTRN,KIF14,0.5
KNSTRN,DSN1,0.755
KNSTRN,MAD2L1,0.527
KNSTRN,HMMR,0.753
KNSTRN,ARHGAP11B,0.635
KNSTRN,SGO2,0.492
KNSTRN,UBE2T,0.444
KNSTRN,CENPK,0.492
KNSTRN,CDKN3,0.755
KNSTRN,NDC80,0.728
KNSTRN,TOP2A,0.727
KNSTRN,MAPRE1,0.629
KNSTRN,MELK,0.487
KNSTRN,UBE2C,0.729
KNSTRN,SGO1,0.593
KNSTRN,SPAG5,0.973
KNSTRN,RAD51,0.429
KNSTRN,BOD1,0.464
KNSTRN,CENPW,0.695
KNSTRN,PBK,0.565
KNSTRN,KIF18B,0.634
KNSTRN,ASPM,0.546
KNSTRN,BUB1B,0.825
KNSTRN,CENPC,0.52
KNSTRN,INCENP,0.435
KNSTRN,CENPI,0.634
KNSTRN,CCNB2,0.802
KNSTRN,RACGAP1,0.504
KNSTRN,CENPF,0.623
KNSTRN,AURKB,0.774
KNSTRN,TTK,0.496
KNSTRN,CENPN,0.568
KNSTRN,CENPL,0.624
KNSTRN,CDCA2,0.528
KNSTRN,NUF2,0.833
KNSTRN,DEPDC1,0.58
KNSTRN,ZWILCH,0.678
KNSTRN,NCAPG,0.525
KNSTRN,CDC20,0.834
KNSTRN,CENPP,0.433
KNSTRN,CCNA2,0.732
KNSTRN,ASF1B,0.454
KNSTRN,SKA3,0.53
KNSTRN,SPC25,0.643
KNSTRN,CDCA3,0.472
KNSTRN,KIF11,0.707
KNSTRN,KPNA2,0.423
KNSTRN,CENPE,0.922
KNSTRN,CEP55,0.576
KNSTRN,ARHGAP11A,0.68
KNSTRN,ERCC6L,0.411
KNSTRN,SHCBP1,0.519
KNSTRN,PTTG1,0.538
KNSTRN,PCLAF,0.631
KNSTRN,GINS2,0.5
KNSTRN,CKAP2L,0.61
KNSTRN,KIF20A,0.672
MBD4,VDR,0.427
THAP10,ARHGAP19,0.475
THAP10,ZNF367,0.452
MBD4,NEIL3,0.538
MBD4,FEN1,0.478
MBD4,DNMT1,0.826
MBD4,LIG3,0.439
MBD4,TCF3,0.536
MBD4,DNMT3A,0.65
MBD4,UHRF1,0.65
MBD4,DNMT3B,0.808
FAM64A,CDK1,0.829
FAM64A,CKS1B,0.465
FAM64A,EXO1,0.6
FAM64A,KIF15,0.756
FAM64A,TACC3,0.467
FAM64A,KIF4A,0.743
FAM64A,MELK,0.814
FAM64A,ANP32E,0.481
FAM64A,KIF23,0.765
FAM64A,KIF18B,0.404
FAM64A,KIF14,0.636
FAM64A,MCM10,0.653
FAM64A,UBE2T,0.539
FAM64A,HJURP,0.861
FAM64A,FANCI,0.581
FAM64A,CENPA,0.845
FAM64A,NDC80,0.614
FAM64A,CKS2,0.431
FAM64A,KIF2C,0.843
FAM64A,PRC1,0.663
FAM64A,MAD2L1,0.57
FAM64A,TBC1D31,0.433
FAM64A,TPX2,0.836
FAM64A,CDCA8,0.876
FAM64A,ZWINT,0.661
FAM64A,SGO1,0.4
MBD4,SLC25A15,0.477
MBD4,TRDMT1,0.683
FAM64A,SPAG5,0.851
FAM64A,KIFC1,0.421
FAM64A,PBK,0.798
FAM64A,SGO2,0.404
FAM64A,TOP2A,0.789
FAM64A,KIF20B,0.422
FAM64A,BIRC5,0.864
FAM64A,TYMS,0.58
FAM64A,PLK1,0.6
FAM64A,C1orf112,0.454
ZNF232,PPCDC,0.495
FAM64A,CCNB1,0.798
FAM64A,FOXM1,0.786
FAM64A,PLK4,0.423
FAM64A,MKI67,0.738
FAM64A,PSRC1,0.504
FAM64A,BUB1,0.855
FAM64A,PARPBP,0.46
FAM64A,KNTC1,0.425
FAM64A,ESPL1,0.475
FAM64A,CDCA5,0.782
FAM64A,RAD54L,0.563
FAM64A,HMMR,0.811
FAM64A,NUSAP1,0.791
FAM64A,GAS2L3,0.438
FAM64A,NUF2,0.725
FAM64A,CDT1,0.561
FAM64A,ASF1B,0.441
FAM64A,CDCA3,0.776
FAM64A,SKA3,0.582
FAM64A,KIF11,0.773
FAM64A,TMPO,0.435
FAM64A,NCAPD2,0.502
FAM64A,CDC20,0.915
FAM64A,CHEK1,0.556
FAM64A,TK1,0.551
FAM64A,CCNA2,0.856
FAM64A,SHCBP1,0.619
FAM64A,PICALM,0.57
FAM64A,KPNA2,0.413
FAM64A,CDC25C,0.717
FAM64A,CENPE,0.702
FAM64A,CEP55,0.839
FAM64A,CDC45,0.721
FAM64A,TTK,0.824
FAM64A,NEK2,0.707
FAM64A,CENPF,0.865
FAM64A,AURKB,0.857
ZNF232,CEACAM19,0.4
ZNF232,CNTROB,0.402
FAM64A,CKAP2,0.485
FAM64A,TROAP,0.844
FAM64A,CDKN3,0.774
FAM64A,UBE2C,0.847
FAM64A,CCNB2,0.83
FAM64A,RRM2,0.758
FAM64A,RACGAP1,0.609
FAM64A,DTL,0.634
FAM64A,ECT2,0.478
FAM64A,ANLN,0.673
FAM64A,GTSE1,0.724
FAM64A,NCAPG,0.868
FAM64A,CENPN,0.405
FAM64A,CDCA2,0.669
FAM64A,DEPDC1,0.716
FAM64A,FAM83D,0.559
FAM64A,PTTG1,0.75
FAM64A,PCLAF,0.621
FAM64A,GINS2,0.605
FAM64A,CKAP2L,0.633
FAM64A,TICRR,0.41
FAM64A,ERCC6L,0.501
FAM64A,BUB1B,0.755
FAM64A,KIF20A,0.878
FAM64A,ASPM,0.833
ZNF232,MDM1,0.623
PARP2,H2AFY,0.474
ZNF232,APCDD1L,0.406
CLEC11A,NGF,0.463
CLEC11A,ITGA11,0.45
PARP2,FANCD2,0.54
PARP2,POLD3,0.681
ZNF232,ANKRD35,0.429
CLEC11A,KCNK12,0.466
CLEC11A,CXCL1,0.451
CLEC11A,CCL11,0.469
CLEC11A,PDE4DIP,0.421
CLEC11A,LRRC2,0.52
CLEC11A,ZNF385A,0.521
PARP2,UBE2I,0.906
PARP2,PRKDC,0.543
PARP2,CDK1,0.434
PARP2,BARD1,0.476
PARP2,BLM,0.624
PARP2,POLG2,0.478
PARP2,RPA1,0.709
PARP2,POLD1,0.724
PARP2,PARP16,0.668
PARP2,CENPC,0.444
PARP2,HLA-H,0.711
PARP2,BUB3,0.793
PARP2,PARP15,0.669
PARP2,SMC5,0.435
PARP2,RECQL4,0.547
PARP2,LIG1,0.613
PARP2,CENPS,0.8
PARP2,BRCA2,0.793
PARP2,MRE11,0.778
PARP2,RAD21,0.533
PARP2,PITRM1,0.557
PARP2,GTF2H2,0.631
PARP2,UBC,0.664
PARP2,POLE3,0.648
PARP2,ADPRHL2,0.668
PARP2,GCSH,0.468
PARP2,PCNA,0.682
PARP2,MRFAP1,0.502
PARP2,H2AFV,0.478
PARP2,RAD54L,0.458
PARP2,RFC5,0.738
PARP2,RBBP8,0.752
PARP2,CENPA,0.731
PARP2,UHRF1,0.442
PARP2,TOP2A,0.41
PARP2,HIST1H2AE,0.536
PARP2,BRCA1,0.718
PARP2,XRCC3,0.467
PARP2,RAD51C,0.513
PARP2,RAD51,0.687
PARP2,EXO1,0.546
PARP2,OARD1,0.454
PARP2,XPA,0.794
PARP2,GTF2H5,0.719
PARP2,H2AFX,0.56
PARP2,XRCC4,0.5
PARP2,PARP1,0.804
PARP2,RFC3,0.754
PARP2,CHEK1,0.616
PARP2,H2AFZ,0.494
PARP2,TDP1,0.494
PARP2,FEN1,0.911
PARP2,POLD4,0.602
PARP2,CETN2,0.627
PARP2,RFC4,0.866
DAD1,SEC61A2,0.559
PARP2,RPA2,0.797
PARP2,POLQ,0.791
PARP2,LIG3,0.772
DAD1,DOLPP1,0.902
DAD1,KCNE5,0.519
DAD1,SSR3,0.752
DAD1,MAN1B1,0.425
DAD1,ALG10,0.935
DAD1,OST4,0.996
DAD1,DPAGT1,0.783
DAD1,TOX4,0.66
DAD1,BNIP3,0.649
ZFYVE26,REEP1,0.626
ZFYVE26,REEP2,0.527
ZFYVE26,PIK3C3,0.489
ZFYVE26,PLA2G6,0.404
ZFYVE26,SLC16A2,0.4
HCN2,SCN5A,0.443
ZFYVE26,RAD51B,0.406
ZFYVE26,VTI1B,0.499
HCN2,HCN1,0.946
HCN2,CASKIN1,0.53
C16orf62,WASHC4,0.61
HCN2,KCNK4,0.541
HCN2,CACNA1G,0.425
HCN2,BCAM,0.676
TUBG2,TTK,0.473
KHNYN,UBC,0.696
KHNYN,C20orf24,0.422
KHNYN,OGFOD2,0.421
TUBG2,RCC1,0.419
TUBG2,EEF2,0.441
TUBG2,TUBG1,0.942
TUBG2,HAUS6,0.413
TUBG2,CENPJ,0.806
TUBG2,KIF11,0.492
TUBG2,CNRIP1,0.436
TUBG2,PCNT,0.412
TUBG2,KIFC1,0.706
TUBG2,MAPRE2,0.4
TUBG2,ANAPC7,0.429
TUBG2,MZT1,0.917
TUBG2,MAD2L1,0.723
TUBG2,CKAP5,0.572
TUBG1,ACTG1,0.874
TUBG1,TLK2,0.414
TUBG1,CDC27,0.483
TUBG1,RACGAP1,0.4
TUBG1,OLA1,0.497
TUBG1,CNTROB,0.542
TUBG1,HAUS5,0.679
TUBG2,BRCA1,0.561
TUBG2,MAPRE1,0.4
TUBG1,CCNE1,0.409
TUBG1,NDC80,0.583
TUBG1,GPC2,0.464
TUBG1,STIL,0.423
TUBG1,HAUS8,0.633
TUBG1,EEF2,0.453
TUBG1,BUB1B,0.517
TUBG1,CENPE,0.448
TUBG1,PLK4,0.812
TUBG1,LGALS3BP,0.692
TUBG1,BUB1,0.402
TUBG1,CKAP5,0.663
TUBG1,RAD51,0.611
TUBG1,MAPRE1,0.464
TUBG1,RFC3,0.416
TUBG1,FLNA,0.423
TUBG1,BRCA1,0.953
TUBG1,PARK2,0.508
TUBG1,MAD2L1,0.766
TUBG1,SASS6,0.798
TUBG1,TTK,0.576
TUBG1,NUDCD3,0.608
TUBG1,ASPM,0.55
TUBG1,RFC4,0.443
TUBG1,CETN2,0.674
TUBG1,KIF24,0.402
TUBG1,TPX2,0.452
TUBG1,AURKB,0.559
TUBG1,ANAPC1,0.532
TUBG1,CEP152,0.561
TUBG1,FEN1,0.498
TUBG1,KIF14,0.41
TUBG1,CENPJ,0.974
TUBG1,KIF11,0.619
TUBG1,CDC20,0.583
TUBG1,MAPRE2,0.4
TUBG1,KIF20A,0.419
TUBG1,KATNB1,0.556
TUBG1,RCC1,0.527
TUBG1,PLK1,0.962
TUBG1,CCNB1,0.42
TUBG1,HAUS6,0.881
TUBG1,MZT1,0.996
TUBG1,CDK2,0.485
MAST1,PLK2,0.507
TUBG1,UCHL5,0.489
TUBG1,KIF15,0.471
TUBG1,KIFC1,0.788
TUBG1,PCNT,0.721
TUBG1,WDR62,0.655
TUBG1,KIF2C,0.44
TUBG1,HAUS2,0.66
MAST1,PLK1,0.504
MAST1,PPP2R2A,0.458
MAST1,PPP2R2B,0.488
MAST1,KCNAB2,0.5
MAST1,PTPDC1,0.458
MAST1,ARPP19,0.777
MAST1,HIVEP3,0.601
MAST1,ASPM,0.438
MAST1,APC2,0.423
MAST1,PLK4,0.494
MAST1,MAST3,0.422
NCAPG,KNL1,0.812
MAST1,CDKN3,0.458
MAST1,ALDH6A1,0.451
NCAPG,CCNB2,0.996
NCAPG,DEPDC1B,0.67
NCAPG,CDCA7,0.729
NCAPG,ECT2,0.913
NCAPG,ARHGAP11A,0.859
MAST1,TACC2,0.403
NCAPG,FAM83D,0.591
NCAPG,FAM184B,0.697
NCAPG,DEPDC1,0.828
NCAPG,INCENP,0.663
NCAPG,CENPW,0.514
NCAPG,DONSON,0.643
NCAPG,CENPF,0.961
NCAPG,DUT,0.654
NCAPG,BUB1B,0.945
NCAPG,DSCC1,0.824
NCAPG,TTF2,0.686
NCAPG,NCAPG2,0.976
NCAPG,E2F7,0.637
NCAPG,RFC4,0.905
NCAPG,TROAP,0.806
NCAPG,ORC1,0.744
NCAPG,NUSAP1,0.99
NCAPG,SMC2,0.999
NCAPG,CEP55,0.95
NCAPG,TBC1D31,0.4
NCAPG,MELK,0.965
NCAPG,PCNA,0.721
NCAPG,CENPA,0.94
NCAPG,HJURP,0.891
NCAPG,RFC3,0.763
NCAPG,KPNA2,0.865
NCAPG,CDC25C,0.748
NCAPG,SMC1A,0.764
NCAPG,CENPE,0.98
NCAPG,ASF1B,0.716
NCAPG,SKA3,0.788
NCAPG,CDCA3,0.749
NCAPG,CCNA2,0.976
NCAPG,NEK2,0.876
NCAPG,TK1,0.695
NCAPG,BUB1,0.988
NCAPG,PARPBP,0.85
NCAPG,PLK4,0.89
NCAPG,CHAF1B,0.727
NCAPG,PBK,0.963
NCAPG,LIG1,0.766
NCAPG,RMI2,0.549
NCAPG,KIF20B,0.827
NCAPG,BRCA1,0.661
NCAPG,ARHGAP11B,0.55
NCAPG,ESPL1,0.954
NCAPG,CKAP5,0.433
NCAPG,DBF4,0.606
NCAPG,GSG2,0.668
NCAPG,RECQL4,0.422
NCAPG,TOP2A,0.99
NCAPG,LRR1,0.521
NCAPG,MAD2L1,0.993
NCAPG,SGO1,0.766
NCAPG,RAD51,0.784
NCAPG,GINS2,0.955
NCAPG,LMNB2,0.43
NCAPG,CKS2,0.946
NCAPG,ERCC6L,0.85
NCAPG,GINS3,0.547
NCAPG,HAUS5,0.478
NCAPG,POLA1,0.867
NCAPG,TYMS,0.96
NCAPG,NEIL3,0.794
NCAPG,NCAPD3,0.997
NCAPG,TACC3,0.936
NCAPG,GINS4,0.72
NCAPG,SGO2,0.59
NCAPG,C1orf112,0.731
NCAPG,TIPIN,0.634
NCAPG,SMC6,0.711
NCAPG,PKMYT1,0.656
NCAPG,ZWILCH,0.772
NCAPG,CENPH,0.63
NCAPG,STIL,0.825
NCAPG,CDKN3,0.932
NCAPG,PLK2,0.458
NCAPG,HMMR,0.945
NCAPG,ESCO2,0.949
NCAPG,ZWINT,0.883
NCAPG,SPC24,0.757
NCAPG,KIF23,0.937
NCAPG,H2AFZ,0.419
NCAPG,E2F8,0.728
NCAPG,CENPK,0.776
NCAPG,FANCI,0.885
NCAPG,NDC80,0.991
NCAPG,POLQ,0.791
NCAPG,MCM10,0.845
NCAPG,FANCA,0.516
NCAPG,SHCBP1,0.948
NCAPG,DNA2,0.411
NCAPG,ATAD2,0.801
NCAPG,KIF11,0.993
NCAPG,BORA,0.667
NCAPG,AURKB,0.997
NCAPG,HELLS,0.758
NCAPG,DNAJC9,0.626
NCAPG,TIMELESS,0.718
NCAPG,CHEK1,0.883
NCAPG,CDC20,0.976
NCAPG,KIAA1524,0.679
NCAPG,UHRF1,0.715
NCAPG,HMGB2,0.701
NCAPG,DNMT3B,0.56
NCAPG,ANAPC5,0.522
NCAPG,DTYMK,0.413
NCAPG,LCORL,0.872
NCAPG,POLA2,0.829
NCAPG,MIS18BP1,0.732
NCAPG,CCNB1,0.994
NCAPG,RACGAP1,0.906
NCAPG,NDC1,0.55
NCAPG,CENPO,0.422
NCAPG,KIF20A,0.972
NCAPG,FOXM1,0.881
NCAPG,DHFR,0.555
NCAPG,PLK1,0.965
NCAPG,RRM2,0.955
NCAPG,MCM4,0.958
NCAPG,CKAP2L,0.827
NCAPG,CCNF,0.546
NCAPG,PCLAF,0.873
NCAPG,TICRR,0.628
NCAPG,CENPI,0.77
NCAPG,DTL,0.938
NCAPG,SECTM1,0.515
NCAPG,RAD54L,0.828
NCAPG,GTSE1,0.852
NCAPG,CDCA5,0.868
NCAPG,CDK2,0.518
NCAPG,ANLN,0.862
NCAPG,KIF18B,0.74
NCAPG,CDT1,0.869
NCAPG,KIF4A,0.946
NCAPG,SPC25,0.897
NCAPG,RFC5,0.71
NCAPG,FEN1,0.869
NCAPG,EZH2,0.82
NCAPG,CENPP,0.585
NCAPG,UBE2T,0.671
NCAPG,KIF15,0.988
NCAPG,CKS1B,0.953
NCAPG,EXO1,0.882
NCAPG,TMPO,0.546
NCAPG,KIFC1,0.703
NCAPG,SPAG5,0.877
NCAPG,GINS1,0.788
NCAPG,PTTG1,0.944
NCAPG,NCAPD2,0.999
NCAPG,CHAF1A,0.612
NCAPG,RRM1,0.861
NCAPG,KNTC1,0.822
NCAPG,MKI67,0.913
NCAPG,STAG3,0.461
NCAPG,WDHD1,0.887
NCAPG,BIRC5,0.937
NCAPG,FANCD2,0.702
NCAPG,MCM3,0.92
NCAPG,PRIM1,0.809
NCAPG,CENPU,0.893
NCAPG,UBE2C,0.921
NCAPG,CKAP2,0.833
NCAPG,IQGAP3,0.669
NCAPG,CDCA8,0.964
NCAPG,KIF2C,0.937
NCAPG,RAD21,0.963
NCAPG,CDCA2,0.837
NCAPG,GAS2L3,0.459
NCAPG,NUF2,0.973
NCAPG,BRCA2,0.412
NCAPG,POLD1,0.619
NCAPG,RAD54B,0.465
NCAPG,LMNB1,0.624
NCAPG,CENPN,0.848
NCAPG,BLM,0.766
NCAPG,POC1A,0.465
NCAPG,BARD1,0.418
NCAPG,KIF14,0.896
NCAPG,MCM7,0.848
NCAPG,TTK,0.993
NCAPG,CDK1,0.999
NCAPG,CDC45,0.968
NCAPG,SMC5,0.856
NCAPG,MCM2,0.891
NCAPG,CSNK2B,0.907
NCAPG,CDC7,0.737
NCAPG,PRC1,0.986
NCAPG,ASPM,0.995
NCAPG,MTFR2,0.671
NCAPG,TPX2,0.971
NCAPG,DIAPH3,0.629
TDRD1,E2F1,0.801
KRT33B,KRT15,0.536
TDRD1,TDRD9,0.862
KRT33B,KRT16,0.544
KRT33B,KRT18,0.507
TDRD1,ARL4A,0.668
TDRD1,FKBP10,0.477
SCML2,ZMYND12,0.445
TDRD1,TDRKH,0.84
TDRD1,TEX30,0.446
TDRD1,SPATA5,0.448
TDRD1,MOV10,0.421
TDRD1,HENMT1,0.968
TDRD1,TDRD12,0.979
SCML2,SMYD4,0.56
SCML2,CCDC137,0.457
SCML2,CACYBP,0.454
SCML2,DCT,0.445
SCML2,CBX2,0.943
SCML2,PHF19,0.469
SCML2,EZH2,0.952
SCML2,TSIX,0.613
SCML2,DEPDC1B,0.524
SCML2,CBX1,0.441
ACTR3C,TP53I11,0.461
SCML2,MBTD1,0.791
KIAA0930,MYH7B,0.508
KIAA0930,RTKN2,0.424
ACTR3C,TMOD4,0.512
ACTR3C,ACTR8,0.56
SCML2,FANCB,0.635
SCML2,CTDSPL2,0.461
KIAA0930,SKA2,0.708
ACTR3C,ACTG1,0.874
TMCO6,OPA3,0.467
ACTR3C,ARPC1A,0.873
ACTR3C,DCTN1,0.683
NDUFA2,MRPL42,0.665
NDUFA2,FOXRED1,0.884
NDUFA2,MT-ND1,0.999
NDUFA2,MT-CYB,0.884
NDUFA2,MT-CO1,0.764
NDUFA2,COX7C,0.981
